"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","M8RgnLV5OJ","MOOSPMv3Parser",1734912001,26,23,28,43,38,30,30,48,46,30,4475,1344,57188,292,221,21,222,222,19,63,222,0,19,20,57,54,509.225,17,9,36.785381,-119.773094,72.593002,6,600,58,3,"e00fce6856818e5885f65487",2024-12-23 00:00:00,2024-12-23 00:00:00,2024-12-23 00:00:00,2024-12-23
"2","yr5FBcglgo","MOOSPMv3Parser",1734912000,11,11,12,19,19,12,12,22,22,12,2268,605,547073,130,92,13,92,92,19,50,92,0,18,20,66,59,516.449,115,8,36.138992,-120.368393,171.753998,5,600,58,3,"e00fce68e739ecbcf9e91965",2024-12-23 00:00:02,2024-12-23 00:00:03,2024-12-23 00:00:03,2024-12-23
"3","v39rYlChKE","MOOSPMv3Parser",1734912001,11,11,10,18,18,11,12,20,20,12,2111,609,428108,132,79,9,80,80,20,50,80,1,18,21,66,55,29.405,117,3277,36.139072,-120.368423,171.643005,6,600,58,3,"e00fce68e28dcbc9a589be10",2024-12-23 00:00:03,2024-12-23 00:00:03,2024-12-23 00:00:03,2024-12-23
"4","FydtrFSGPW","MOOSPMv3Parser",1734912601,26,23,29,44,38,30,30,48,47,30,4510,1357,57385,301,226,20,227,227,18,64,227,0,18,20,59,56,509.13,40,8,36.785385,-119.773071,77.699997,7,600,58,3,"e00fce6856818e5885f65487",2024-12-23 00:10:00,2024-12-23 00:10:00,2024-12-23 00:10:00,2024-12-23
"5","zAXAFrklMq","MOOSPMv3Parser",1734912600,14,14,15,24,24,16,16,27,27,16,2799,752,547169,161,119,14,119,119,18,52,119,0,17,19,68,60,516.463,131,7,36.138992,-120.368393,171.755997,0,600,58,3,"e00fce68e739ecbcf9e91965",2024-12-23 00:10:02,2024-12-23 00:10:02,2024-12-23 00:10:02,2024-12-23
"6","1yHyGZaW8m","MOOSPMv3Parser",1734912601,15,15,13,24,24,14,15,26,26,16,2641,766,428191,165,100,14,101,101,19,54,101,1,17,20,68,58,27.619,131,3277,36.138977,-120.36837,167.227997,8,600,58,3,"e00fce68e28dcbc9a589be10",2024-12-23 00:10:02,2024-12-23 00:10:03,2024-12-23 00:10:03,2024-12-23
"7","tGa9s5Z0kT","MOOSPMv3Parser",1734913201,27,24,30,45,38,31,31,49,47,31,4572,1376,57586,301,231,19,232,232,18,66,232,0,18,19,60,57,508.972,39,8,36.785412,-119.773132,76.725998,7,600,58,3,"e00fce6856818e5885f65487",2024-12-23 00:20:00,2024-12-23 00:20:00,2024-12-23 00:20:00,2024-12-23
"8","RQJCUL4caR","MOOSPMv3Parser",1734913201,16,16,14,26,26,16,17,29,29,17,2874,841,428287,182,111,14,112,112,18,56,113,1,17,19,69,61,27.066,132,3277,36.138988,-120.36834,166.125,9,600,58,3,"e00fce68e28dcbc9a589be10",2024-12-23 00:20:02,2024-12-23 00:20:03,2024-12-23 00:20:03,2024-12-23
"9","rhDtFUDlkC","MOOSPMv3Parser",1734913200,15,15,17,26,26,17,17,29,29,17,2970,806,547284,177,130,16,131,131,18,54,131,0,17,19,69,62,516.558,134,7,36.139019,-120.368462,170.442001,9,600,58,3,"e00fce68e739ecbcf9e91965",2024-12-23 00:20:02,2024-12-23 00:20:03,2024-12-23 00:20:03,2024-12-23
"10","wBiP8iEYDl","MOOSPMv3Parser",1734913801,26,23,29,42,37,30,30,46,45,30,4371,1312,57782,286,225,18,226,226,18,67,226,0,18,19,62,59,508.859,64,7,36.785446,-119.773048,69.328003,6,600,58,3,"e00fce6856818e5885f65487",2024-12-23 00:30:00,2024-12-23 00:30:00,2024-12-23 00:30:00,2024-12-23
