"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","90e7kpoc06","MOOSPMv3Parser",1745366401,2,2,2,3,3,2,2,3,3,2,540,151,589,22,13,1,13,13,32,12,13,0,32,38,21,17,49.61,54,1,36.138943,-120.368233,196.483994,6,600,58,3,"e00fce68f12da1a0c5de6248",2025-04-23 00:00:01,2025-04-23 00:00:02,2025-04-23 00:00:02,2025-04-23
"2","HCzQOaYUVF","MOOSPMv3Parser",1745366400,1.69,1.69,6553.5,2.48,2.48,6553.5,6553.5,2.6,2.6,6553.5,436.78,130.46,31423292,15.82,6553.5,0.83,6553.5,6553.5,30.3,14.9,6553.5,65.54,0,327.7,0,655.3,52.154,6553.5,6553.5,0,0,0,0,589,58,1,"e00fce682bbf742cd0b6768a",2025-04-23 00:00:02,2025-04-23 00:00:02,2025-04-23 00:00:02,2025-04-23
"3","TFhs4SLVn0","MOOSPMv3Parser",1745366400,2,2,2,3,3,2,2,3,3,2,527,147,421,20,12,1,12,12,31,11,12,0,31,36,20,18,513.194,16,3277,36.138973,-120.36837,183.934998,6,600,58,3,"e00fce68e28dcbc9a589be10",2025-04-23 00:00:02,2025-04-23 00:00:02,2025-04-23 00:00:02,2025-04-23
"4","De8E00db9K","MOOSPMv3Parser",1745366400,2,2,1,2,2,2,2,2,2,2,545,146,499,19,11,1,11,11,32,9,11,0,32,37,20,19,0.011,37,1,36.138966,-120.368408,178.893997,6,600,58,3,"e00fce6808784ceaf209f949",2025-04-23 00:00:02,2025-04-23 00:00:03,2025-04-23 00:00:03,2025-04-23
"5","TMzsX12yEy","MOOSPMv3Parser",1745366401,1,1,2,2,2,2,2,3,3,2,603,153,47583,26,13,1,13,13,32,8,13,0,32,37,20,18,513.557,73,1,36.139,-120.368416,172.910004,7,600,58,3,"e00fce68e739ecbcf9e91965",2025-04-23 00:00:02,2025-04-23 00:00:03,2025-04-23 00:00:03,2025-04-23
"6","LCuvVljBF5","MOOSPMv3Parser",1745366400,0,0,2,0,0,2,2,0,0,2,208,111,3653,12,13,1,13,13,32,20,13,0,31,37,21,17,42.902,148,1,36.138977,-120.368378,177.121002,7,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-04-23 00:00:02,2025-04-23 00:00:03,2025-04-23 00:00:03,2025-04-23
"7","AH2JSfFdA7","MOOSPMv3Parser",1745366401,1,1,2,2,2,2,2,3,3,2,421,129,120231,19,13,1,13,13,0,0,13,0,31,32,20,22,140.314,56,2,36.138828,-120.36821,184.789993,7,600,58,3,"e00fce6876826e255108c6bd",2025-04-23 00:00:03,2025-04-23 00:00:03,2025-04-23 00:00:03,2025-04-23
"8","stPhGHPBsR","MOOSPMv3Parser",1745366400,2.21,2.21,1.33,3.05,3.05,1.43,1.46,3.4,3.4,1.48,691.38,157.27,37025.23,18.24,10.36,0.97,10.43,10.44,30.7,11,10.44,0.45,32,34.9,20.3,19.6,23.504,20.2,1,36.139027,-120.368332,158.447998,8,600,58,1,"e00fce68e77e43df92405fdb",2025-04-23 00:00:03,2025-04-23 00:00:03,2025-04-23 00:00:03,2025-04-23
"9","bZZqcQhdh8","MOOSPMv3Parser",1745366401,2,2,6554,2,2,6554,6554,2,2,6554,278,251,225361,13,6554,1,6554,6554,32,18,6554,66,0,328,0,655,0.307,6554,6554,0,0,0,0,590,58,3,"e00fce68b74b750aa2a7da46",2025-04-23 00:00:04,2025-04-23 00:00:04,2025-04-23 00:00:04,2025-04-23
"10","HSQxQgseJN","MOOSPMv3Parser",1745367000,2,2,2,3,3,2,2,3,3,3,481,138,57475,18,16,1,16,17,30,8,17,0,32,34,17,17,510.962,8,1,36.785393,-119.773117,69.494003,9,600,58,3,"e00fce6856818e5885f65487",2025-04-23 00:09:59,2025-04-23 00:09:59,2025-04-23 00:09:59,2025-04-23
"11","Y9uXZsLQ8J","MOOSPMv3Parser",1745367001,2,2,2,3,3,2,2,3,3,2,551,153,601,20,13,1,13,13,32,11,13,0,32,37,20,17,50.11,55,1,36.138943,-120.368233,196.481995,0,600,58,3,"e00fce68f12da1a0c5de6248",2025-04-23 00:10:01,2025-04-23 00:10:01,2025-04-23 00:10:01,2025-04-23
"12","ixe1Yb4nOZ","MOOSPMv3Parser",1745367000,0,0,2,0,0,2,2,0,0,2,209,111,3664,11,13,1,13,13,32,20,13,0,31,37,20,17,42.609,133,1,36.139011,-120.368332,175.867004,9,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-04-23 00:10:02,2025-04-23 00:10:02,2025-04-23 00:10:02,2025-04-23
