"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","counter","moos","ver","coreid","published_at","createdAt","updatedAt","date"
"1","hm2j29I3Sj","MOOSPMv3Parser",1759708800,5,5,2,6,6,2,2,7,7,2,1339,336,601027,32,19,2,19,19,26,29,19,0,28,29,34,35,44.17,26,3277,35.949539,-119.049942,111.130997,7,600,58,3,"e00fce6858b443fd80f27170",2025-10-06 00:00:02,2025-10-06 00:00:02,2025-10-06 00:00:02,2025-10-06
"2","Q40VLvPexi","MOOSPMv3Parser",1759708800,4,4,2,5,5,2,2,5,5,2,889,239,753526,23,15,1,15,15,28,25,15,0,29,32,34,31,57.341,13,3277,36.5266,-119.290321,94.640999,8,600,58,3,"e00fce68e28dcbc9a589be10",2025-10-06 00:00:02,2025-10-06 00:00:03,2025-10-06 00:00:03,2025-10-06
"3","IHlFeDQYET","MOOSPMv3Parser",1759708801,-9,-9,6554,-9,-9,6554,6554,-9,-9,6554,-9,-9,36900924,-9,6554,-9,6554,6554,-10,-10,6554,66,28,328,34,655,38.737,6554,6554,35.670418,-119.239044,75.323997,9,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-10-06 00:00:02,2025-10-06 00:00:03,2025-10-06 00:00:03,2025-10-06
"4","dluYb6qj98","MOOSPMv3Parser",1759708800,4,4,2,5,5,2,2,5,5,2,888,242,264458,24,14,1,14,14,27,25,14,0,27,30,34,30,0,48,1,36.037651,-120.173218,205.639999,9,600,58,3,"e00fce68f12da1a0c5de6248",2025-10-06 00:00:03,2025-10-06 00:00:03,2025-10-06 00:00:03,2025-10-06
"5","RhUsQmTgCw","MOOSPMv3Parser",1759708800,0,0,2,0,0,2,2,1,1,2,274,183,30588,20,13,2,13,13,31,26,13,0,29,33,32,27,36.843,16,2,36.139027,-120.368401,168.542007,9,600,58,3,"e00fce68d6b773b56ce8baa0",2025-10-06 00:00:03,2025-10-06 00:00:03,2025-10-06 00:00:03,2025-10-06
"6","gN5dheNzXB","MOOSPMv3Parser",1759708801,4,4,2,5,5,2,2,5,5,2,1058,233,227497,24,14,1,14,14,28,24,14,0,28,30,33,32,44.532,36,1,36.005268,-120.117294,232.604996,8,600,58,3,"e00fce68e88237db75a60608",2025-10-06 00:00:04,2025-10-06 00:00:05,2025-10-06 00:00:05,2025-10-06
"7","rrziqmBpTW","MOOSPMv3Parser",1759709400,5,5,2,7,7,2,2,7,7,2,1369,344,601032,31,17,2,17,17,26,28,17,0,28,29,35,35,46.169,30,3277,35.949566,-119.049995,110.824997,9,600,58,3,"e00fce6858b443fd80f27170",2025-10-06 00:10:02,2025-10-06 00:10:02,2025-10-06 00:10:02,2025-10-06
"8","pCQavDfIPk","MOOSPMv3Parser",1759709400,4,4,2,5,5,2,2,6,6,2,919,253,753534,27,16,1,16,16,28,26,16,0,28,31,36,33,56.551,13,3277,36.526592,-119.290306,78.063004,7,600,58,3,"e00fce68e28dcbc9a589be10",2025-10-06 00:10:02,2025-10-06 00:10:02,2025-10-06 00:10:02,2025-10-06
"9","ACylWxYyMA","MOOSPMv3Parser",1759709400,1,1,2,1,1,3,3,1,1,3,318,221,30604,27,19,2,19,19,30,26,19,0,29,33,33,28,36.546,15,2,36.139011,-120.368439,167.419006,7,600,58,3,"e00fce68d6b773b56ce8baa0",2025-10-06 00:10:02,2025-10-06 00:10:02,2025-10-06 00:10:02,2025-10-06
"10","TEupsKcI2P","MOOSPMv3Parser",1759709401,-9,-9,6554,-9,-9,6554,6554,-9,-9,6554,-9,-9,36907068,-9,6554,-9,6554,6554,-10,-10,6554,66,28,328,33,655,38.6,6554,6554,35.670383,-119.239029,74.281998,11,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-10-06 00:10:03,2025-10-06 00:10:03,2025-10-06 00:10:03,2025-10-06
"11","wuPNvrNHLP","MOOSPMv3Parser",1759709400,4,4,2,5,5,2,2,5,5,2,855,234,264475,23,14,1,14,14,27,25,14,0,27,30,33,30,0,53,1,36.037621,-120.173233,205.585007,8,600,58,3,"e00fce68f12da1a0c5de6248",2025-10-06 00:10:03,2025-10-06 00:10:03,2025-10-06 00:10:03,2025-10-06
"12","taVilHxfaM","MOOSPMv3Parser",1759709401,4,4,2,5,5,2,2,5,5,2,1070,234,227513,26,14,1,14,14,27,24,14,0,28,30,34,31,44.223,35,1,36.005314,-120.117256,215.076996,6,600,58,3,"e00fce68e88237db75a60608",2025-10-06 00:10:04,2025-10-06 00:10:05,2025-10-06 00:10:05,2025-10-06
"13","buaXAx8JMg","MOOSPMv3Parser",1759710000,5,5,2,6,6,2,2,6,6,2,1377,335,601037,26,17,1,17,17,26,28,17,0,28,29,34,35,43.417,32,3277,35.949554,-119.049957,115.052002,10,600,58,3,"e00fce6858b443fd80f27170",2025-10-06 00:20:02,2025-10-06 00:20:02,2025-10-06 00:20:02,2025-10-06
"14","BiUwqFnHqC","MOOSPMv3Parser",1759710000,4,4,2,5,5,2,2,5,5,2,899,249,753539,25,16,2,16,16,27,26,16,0,27,30,35,32,55.534,15,3277,36.526588,-119.29026,67.986,7,600,58,3,"e00fce68e28dcbc9a589be10",2025-10-06 00:20:02,2025-10-06 00:20:02,2025-10-06 00:20:02,2025-10-06
"15","hGRRoHwJtZ","MOOSPMv3Parser",1759710000,9,6,7,13,9,8,8,13,10,8,679,535,30651,82,56,4,57,57,29,27,57,0,28,32,33,29,36.45,30,2,36.139011,-120.368439,167.421997,0,600,58,3,"e00fce68d6b773b56ce8baa0",2025-10-06 00:20:02,2025-10-06 00:20:03,2025-10-06 00:20:03,2025-10-06
"16","BOwW9efHuH","MOOSPMv3Parser",1759710000,4,4,2,5,5,2,3,5,5,3,941,257,264490,26,15,1,16,16,26,25,16,0,27,30,34,30,0,34,1,36.037598,-120.173195,209.184006,8,600,58,3,"e00fce68f12da1a0c5de6248",2025-10-06 00:20:03,2025-10-06 00:20:03,2025-10-06 00:20:03,2025-10-06
"17","1nFcqKqOfO","MOOSPMv3Parser",1759710001,-9,-9,6554,-9,-9,6554,6554,-9,-9,6554,-9,-9,36913212,-9,6554,-9,6554,6554,-10,-10,6554,66,28,328,34,655,37.468,6554,6554,35.670383,-119.239029,74.281998,0,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-10-06 00:20:03,2025-10-06 00:20:03,2025-10-06 00:20:03,2025-10-06
"18","Hv87ei5QTK","MOOSPMv3Parser",1759710001,3,3,2,4,4,2,2,5,5,2,1002,215,227529,23,15,1,15,15,27,24,15,0,27,30,34,31,43.943,41,1,36.005272,-120.11731,223.432007,6,600,58,3,"e00fce68e88237db75a60608",2025-10-06 00:20:04,2025-10-06 00:20:05,2025-10-06 00:20:05,2025-10-06
"19","OYEKR2TXJq","MOOSPMv3Parser",1759710600,5,5,2,6,6,2,2,6,6,2,1383,346,601047,30,18,1,18,18,26,28,18,0,28,29,35,35,45.395,31,3277,35.949543,-119.049995,109.198997,9,600,58,3,"e00fce6858b443fd80f27170",2025-10-06 00:30:02,2025-10-06 00:30:02,2025-10-06 00:30:02,2025-10-06
"20","9m2kgMvfJU","MOOSPMv3Parser",1759710600,0,0,2,0,0,2,2,0,0,2,269,181,30662,21,13,1,13,13,28,28,13,0,27,31,36,30,35.976,14,2,36.138981,-120.368355,165.360992,11,600,58,3,"e00fce68d6b773b56ce8baa0",2025-10-06 00:30:02,2025-10-06 00:30:02,2025-10-06 00:30:02,2025-10-06
"21","6W9jb3Bdlc","MOOSPMv3Parser",1759710600,4,4,2,4,4,2,2,5,5,2,811,221,753540,23,13,1,13,13,26,26,13,0,27,29,35,33,55.489,14,3277,36.526539,-119.290192,56.854,8,600,58,3,"e00fce68e28dcbc9a589be10",2025-10-06 00:30:02,2025-10-06 00:30:03,2025-10-06 00:30:03,2025-10-06
"22","8ZWHg6FDs8","MOOSPMv3Parser",1759710600,5,5,2,6,6,2,2,6,6,2,1039,282,264506,29,14,1,14,14,26,26,14,0,26,29,34,31,0,58,1,36.037598,-120.173195,209.182999,0,600,58,3,"e00fce68f12da1a0c5de6248",2025-10-06 00:30:03,2025-10-06 00:30:03,2025-10-06 00:30:03,2025-10-06
"23","OEdUPxDe49","MOOSPMv3Parser",1759710601,-9,-9,6554,-9,-9,6554,6554,-9,-9,6554,-9,-9,36919356,-9,6554,-9,6554,6554,-10,-10,6554,66,28,328,34,655,37.983,6554,6554,35.67041,-119.239067,74.862,13,600,58,3,"e00fce686dc2ef0a68fa40b0",2025-10-06 00:30:03,2025-10-06 00:30:04,2025-10-06 00:30:04,2025-10-06
"24","UvGWOupKDg","MOOSPMv3Parser",1759710601,3,3,2,4,4,2,2,4,4,2,958,209,227545,22,12,1,12,12,27,25,12,0,27,30,34,32,43.856,30,1,36.005276,-120.11734,221.419998,4,600,58,3,"e00fce68e88237db75a60608",2025-10-06 00:30:04,2025-10-06 00:30:04,2025-10-06 00:30:04,2025-10-06
"25","B3DG5kJKRO","MOOSPMv3Parser",1759711200,6,6,3,8,8,3,3,8,8,3,1487,377,601055,38,22,3,23,23,26,29,23,0,28,29,35,35,44.43,30,3277,35.949501,-119.04995,111.597,8,600,58,3,"e00fce6858b443fd80f27170",2025-10-06 00:40:02,2025-10-06 00:40:02,2025-10-06 00:40:02,2025-10-06
